id,medium,publicaties,seed_url,scope_domain,categorie,provincie,regio,stad,mediumthema,contact_trefwoorden,prioriteit,catalogusbron
aan_de_haak,Aan de Haak,Aan de Haak,https://scalacrossmedia.nl/over-ons/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,haken en amigurumi,aan de haak|haakpatronen|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/aan-de-haak/
amigurumi_magazine,Amigurumi Magazine,Amigurumi Magazine,https://scalacrossmedia.nl/merk/amigurumi/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,haken en amigurumi,amigurumi|aan de haak|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/amigurumi/
amigurumi_magazine,Amigurumi Magazine,Amigurumi Magazine,https://scalacrossmedia.nl/over-ons/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,haken en amigurumi,amigurumi|aan de haak|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/amigurumi/
breimagazine,Breimagazine,Breimagazine,https://scalacrossmedia.nl/merk/breimagazine/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,breien,breimagazine|breiprojecten|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/breimagazine/
breimagazine,Breimagazine,Breimagazine,https://scalacrossmedia.nl/over-ons/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,breien,breimagazine|breiprojecten|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/breimagazine/
fun_crochet_magazine,Fun Crochet Magazine,Fun Crochet Magazine,https://scalacrossmedia.nl/merk/fun-crochet-magazine/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,haken en amigurumi,fun crochet|fun amigurumi|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/fun-crochet-magazine/
fun_crochet_magazine,Fun Crochet Magazine,Fun Crochet Magazine,https://scalacrossmedia.nl/over-ons/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,haken en amigurumi,fun crochet|fun amigurumi|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/fun-crochet-magazine/
hobbyhandig,HobbyHandig,HobbyHandig,https://scalacrossmedia.nl/merk/hobby-handig/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,"creatief, papier en DIY",hobbyhandig|creatieve merken|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/hobby-handig/
hobbyhandig,HobbyHandig,HobbyHandig,https://scalacrossmedia.nl/over-ons/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,"creatief, papier en DIY",hobbyhandig|creatieve merken|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/hobby-handig/
mijn_hobbykaart_xl,Mijn Hobbykaart XL,Mijn Hobbykaart XL,https://scalacrossmedia.nl/merk/mijn-hobbykaart-xl/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,papier en kaarten maken,mijn hobbykaart|hobbykaart|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/mijn-hobbykaart-xl/
mijn_hobbykaart_xl,Mijn Hobbykaart XL,Mijn Hobbykaart XL,https://scalacrossmedia.nl/over-ons/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,papier en kaarten maken,mijn hobbykaart|hobbykaart|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/mijn-hobbykaart-xl/
special_bloemschikken,Special Bloemschikken,Special Bloemschikken,https://scalacrossmedia.nl/merk/special-bloemschikken/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,bloemschikken,special bloemschikken|bloemschikken|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/special-bloemschikken/
special_bloemschikken,Special Bloemschikken,Special Bloemschikken,https://scalacrossmedia.nl/over-ons/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,bloemschikken,special bloemschikken|bloemschikken|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/special-bloemschikken/
stitch_quilt,Stitch & Quilt,Stitch & Quilt,https://scalacrossmedia.nl/merk/stitch-en-quilt/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,"textiel, quilten en naaien",stitch & quilt|stitch en quilt|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/stitch-en-quilt/
stitch_quilt,Stitch & Quilt,Stitch & Quilt,https://scalacrossmedia.nl/over-ons/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,"textiel, quilten en naaien",stitch & quilt|stitch en quilt|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/stitch-en-quilt/
textiel_plus,Textiel Plus,Textiel Plus,https://scalacrossmedia.nl/merk/txp/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,textielkunst en handwerken,textiel plus|textielkunst|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/txp/
textiel_plus,Textiel Plus,Textiel Plus,https://scalacrossmedia.nl/over-ons/,scalacrossmedia.nl,landelijk creatief tijdschrift,,Landelijk,,textielkunst en handwerken,textiel plus|textielkunst|chief content|chief editor|alle creatieve merken,hoog,https://scalacrossmedia.nl/merk/txp/
